twi_query,intent,twi_response,english_translation,source
Ɛsɛ sɛ sukuufoɔ hohoro wɔn nsa mmerɛn dodoɔ sɛn wɔ sukuu?,school_query,"Ɛsɛ sɛ sukuufoɔ hohoro wɔn nsa ansa na wodidi, akyi sɛ wɔakɔ toilet, na sɛ wɔde wɔn nsa aka biribiara a ɛho ntew.","Students should wash their hands before eating, after using the toilet, and after touching anything unclean.",Ghana Ministry of Health
"Sɛ obi wu firi cholera mu a, sɛn na yɛsiee no dwira ho ban?",burial_safety_query,"Ma wɔn a wɔasiesie wɔn ho yiye (protective gear) na wɔsiesie amu no, na wonsi no ntɛm; twe wo ho firi sɛ wode nsa bɛka amu no anaa woahwie nsuo agu ho.","Only trained personnel wearing protective gear should prepare the body, and burial should happen promptly; avoid touching the body or washing it with water directly.",WHO Ghana
Ɛyɛ dɛn na yɛsiesie amufoɔ a wɔawu firi cholera mu na ɛrenkeka afoforo?,burial_safety_query,"Wɔde chlorine solution siesie amu no ho, wɔde nkuruwa a ɛnyɛ hu bɔ ho ban, na wɔsie no ntɛm, na wɔmma daadaa ho nkɔ ntam a wɔansiesie no yiye.","The body is disinfected with a chlorine solution, handled using appropriate protective materials, and buried promptly, without a delay that could expose others.",CDC
Ɛsɛ sɛ abusuafoɔ hyɛ da tenten sɛ wɔresie obi a ɔwu firi cholera mu anaa?,burial_safety_query,"Dabi, ɛnsɛ sɛ wɔtwɛn nna pii. Sie a wɔyɛ no ntɛm na wɔdi mmara a ayaresabea akyerɛ wɔn so no boa ma cholera antare bio.","No, burials should not be delayed. A prompt, properly supervised burial following health worker guidance helps prevent further spread of cholera.",Ghana Health Service
"Sɛ mehunu sɛ nnipa pii wɔ me mpɔtam ho anya ayamtuo kɛseɛ a, hena na ɛsɛ sɛ meka kyerɛ?",reporting_query,"Frɛ Ghana Health Service anaa kɔ ayaresabea a ɛbɛn wo ntɛm ka asɛm no kyerɛ wɔn, sɛnea wɔbɛtumi ahwɛ asɛm no na wasiw ka a ɛrekɔ so no kwan.","Contact the Ghana Health Service or visit the nearest health facility to report the situation immediately, so they can investigate and prevent further spread.",Ghana Ministry of Health
Ɛho hia sɛ yɛbɔ cholera amanneɛ (report) sɛ yɛhunu no anaa?,reporting_query,"Aane, ɛho hia paa. Sɛ wobɔ amanneɛ ntɛm a, ɛboa ma ayaresa adwumayɛfoɔ tumi si asɛm no ano ntɛm ansa na ɛtrɛw kɔ nnipa pii so.","Yes, it's very important. Early reporting helps health workers respond quickly and contain an outbreak before it spreads to more people.",WHO Ghana
Nomba bɛn na metumi de afrɛ sɛ merehia cholera ho mmoa wɔ Ghana?,reporting_query,"Frɛ Ghana Health Service Emergency Line anaa kɔ ayaresabea a ɛbɛn wo, wɔbɛtumi aboa wo ntɛm.","Call the Ghana Health Service Emergency Line or visit your nearest health facility, and they will be able to assist you promptly.",Ghana Health Service
Sɛn na mɛhu sɛ ORS no reyɛ adwuma ma yarefoɔ no?,rehydration_monitoring_query,"Sɛ yarefoɔ no nsu (urine) fi kɔ so bio, ne kɔmenka gyae, na n'ahoɔden san ba no a, ɛkyerɛ sɛ ORS no reyɛ adwuma yiye.","Signs that ORS is working include the patient urinating regularly again, reduced thirst, and returning strength.",WHO Ghana
"Sɛ yarefoɔ no da so ara refe ORS no nyinaa a, dɛn na ɛsɛ sɛ meyɛ?",rehydration_monitoring_query,"Sɛ ɔda so refe biara a wonom ma no a, fa no kɔ ayaresabea ntɛm sɛnea wɔde nsuo bɛma no wɔ ne ntin (IV fluids) mu.","If the patient continues vomiting everything they drink, take them to the hospital immediately so they can receive fluids through an IV.",CDC
Sɛn na mɛhwɛ akwadaa nkumaa sɛ wafa nsuo dodoɔ sɛ ɛsɛ anaa?,rehydration_monitoring_query,"Hwɛ akwadaa no ano mu sɛ ɛyɛ fɔkyee anaa, n'ani so a atwa mu, ne sɛ ɔsu a nusu mpue no; eyinom kyerɛ sɛ ɔho nsuo asa a ɛsɛ sɛ wɔde no kɔ ayaresabea ntɛm.","Check the child for a dry mouth, sunken eyes, or crying without tears — these are signs of dehydration requiring urgent medical care.",Ghana Ministry of Health
"Sɛ ɛna bi wɔ cholera a, ɛsɛ sɛ ɔgyae ne ba nufoɔ nom anaa?",breastfeeding_infant_query,"Dabi, ɛnsɛ sɛ ɔgyae. Ɛsɛ sɛ ɔkɔ so ma ne ba nufoɔ nom, efisɛ nufoɔ boa akwadaa no ma ɔnnya nsuo ne mmoawa a ɛko tia yare. Hwɛ sɛ ɔhohoro ne nsa ansa na ɔde ba no bɛtua nufoɔ.","No, breastfeeding should continue. Breast milk helps protect the infant with hydration and antibodies. The mother should wash her hands before nursing.",WHO Ghana
"Akwadaa nkumaa a wanya cholera no, dɛn na wɔmfa mma no?",breastfeeding_infant_query,"Ma akwadaa no ORS ketewaa bere ne bere, kɔ so ma no nufoɔ nom, na fa no kɔ ayaresabea ntɛm sɛnea wɔbɛhwɛ no yiye, efisɛ akwadaa nkumaa ho nsuo tumi sa ntɛm paa.","Give the infant small, frequent amounts of ORS, continue breastfeeding, and take them to a health facility quickly, as infants dehydrate very rapidly.",CDC
Sɛn na mpɔtam baako nnipa nyinaa betumi abom asiw cholera kwan?,community_prevention_query,"Mpɔtam foɔ betumi abom asiesie nsuo a wɔde ma obiara nom, ayɛ toilet a ɛyɛ pa, na wɔatu mpaebɔ afa efi a wɔntow gu baabiara ho.","A community can work together to set up shared clean water points, maintain proper sanitation facilities, and organize clean-up efforts against improper waste disposal.",Ghana Health Service
"Sɛ cholera aba mpɔtam bi mu a, sɛn na wɔn a wɔda hɔ betumi aboa?",community_prevention_query,"Wɔbetumi akyerɛkyerɛ afoforo fa nsa hohoro ho, aboa ma nsuo pa atrɛw, na wɔabɔ nnipa a wɔyare no din ama ayaresafoɔ atumi aba ntɛm.","They can educate others on handwashing, help distribute safe water, and quickly alert health workers about anyone showing symptoms.",Ghana Ministry of Health
Community health volunteers di dwuma bɛn wɔ cholera ano siw mu?,community_prevention_query,"Wɔkyerɛkyerɛ mpɔtam hɔfoɔ fa cholera ho amanneɛ, wɔhwehwɛ nnipa a wɔyare, na wɔboa ma nkrataa ne nsɛm trɛw wɔ mpɔtam hɔ ntɛm.","Community health volunteers educate residents about cholera, identify symptomatic individuals, and help spread accurate information quickly within the community.",WHO Ghana
Wo yɛ dɛn na woahu sɛ nsuo a woanua no yɛ pa ma nom?,water_treatment_methods_query,"Nua nsuo no kosi sɛ ɛbɛpo (rolling boil) simma baako pɛ, na ma ɛnwo ansa na woakora anaa woanom.","Boil the water to a rolling boil for about one minute, then let it cool before storing or drinking.",WHO Ghana
"Sɛ minni chlorine tablets a, dɛn foforo na metumi de asiesie me nsuo?",water_treatment_methods_query,"Sɛ wonni chlorine tablets a, nua nsuo no yɛ ɔkwan foforo a ɛyɛ adwuma, anaa fa nsuo filter a wowɔ di dwuma.","If you don't have chlorine tablets, boiling the water is another effective option, or use a water filter if you have one.",CDC
Bottled water yɛ pa ara ma yɛnom wɔ cholera berɛ mu?,water_treatment_methods_query,"Aane, bottled water a ɛyɛ pa (a wɔasɔ ano yiye) yɛ ɔkwan pa foforo, sɛ wubetumi de sika atɔ, sɛ boiled water anaa treated water.","Yes, properly sealed bottled water is a good safe alternative if affordable, equivalent to boiled or treated water.",Ghana Health Service
Sɛn na yɛnhu sɛ nsuo bi ho ntew mfa mu?,water_treatment_methods_query,"Sɛ nsuo no yɛ ntɔnn, ɛwɔ hua, anaa ɛfiri asuo a nnipa ne mmoa nom bi mu a, ɛtumi kyerɛ sɛ ɛho ntew; ntɔ so ntɛm gye sɛ woasiesie ansa.","If water looks cloudy, has an odor, or comes from a source shared with animals, it may be unsafe; don't trust it until it has been treated.",Ghana Ministry of Health
Dɛn nnuane na eye sɛ yɛnnni wɔ cholera berɛ mu?,food_safety_market_query,"Twe wo ho firi nnuane a wɔanoa no yiye, nsuo a wontumi nkyerɛ faako a efiri, ne aduane a atra abɔntene akyɛ a wɔnkata so ho.","Avoid undercooked food, water of unknown origin, and food left uncovered in the open for a long time.",WHO Ghana
"Sɛ mepɛ sɛ midi salad a wɔayɛ no abɔntene a, ɛho yɛ hu anaa?",food_safety_market_query,"Aane, salad a wɔamfa nsuo pa anhohoro nnuane a ɛwɔ mu no yɛ hu, efisɛ ebia wɔde nsuo a efi wɔ mu na ɛhohoro no.","Yes, salads prepared with produce not washed in clean water carry risk, since contaminated water may have been used to rinse the ingredients.",CDC
"Sɛ sukuu bi nni toilet pa a, dɛn na ɛbɛtumi asi?",school_query,"Sukuu a wɔn toilet nyɛ pa no ma sukuufoɔ tumi de wɔn ho bɔ afoforo mu cholera, efisɛ efi tumi trɛw ntɛm wɔ mmeaɛ a nnipa pii wɔ hɔ.","Schools with poor toilet facilities put students at risk of spreading cholera to one another, since contamination can spread fast in crowded settings.",Ghana Health Service
Sukuu akyerɛkyerɛfoɔ betumi akyerɛ mmɔfra dɛn fa cholera ho?,school_query,"Wobetumi akyerɛ mmɔfra sɛ wɔnhohoro wɔn nsa, wɔnnom nsuo pa nko ara, na sɛ wɔn ho ayɛ wɔn mmerɛ a wɔnka nkyerɛ ntɛm.","Teachers can teach children to wash their hands, drink only safe water, and report immediately if they feel unwell.",Ghana Ministry of Health
"Sɛ mesusuw sɛ me yɔnko wɔ cholera nanso ɔmpɛ sɛ ɔkɔ ayaresabea a, dɛn na menyɛ?",reporting_query,"Kasa kyerɛ no fa ho hia sɛ ɔnkɔ ntɛm, na sɛ ɔfiri kɔ a, frɛ mpɔtam ayaresabea anaa Ghana Health Service ma wɔmma mmoa.","Encourage them about the urgency of going quickly, and if they refuse, contact the local health facility or Ghana Health Service for assistance.",WHO Ghana
Community health worker betumi aboa sɛn wɔ cholera amanneɛ bɔ mu?,reporting_query,"Wobetumi de nsɛm a wɔahunu no kɔma ayaresabea ntɛm, na wɔaboa ma wɔasiw asɛm no ano ansa na atrɛw kɔ mmeaɛ foforo.",They can quickly relay findings to health facilities and help contain the situation before it spreads to other areas.,Ghana Health Service
Sɛn na mɛhu akwadaa kɛse anaa aberanteɛ ho nsuo asa dodow?,rehydration_monitoring_query,"Hwɛ sɛ n'ani atwa mu, ne ho awo yɛ den, na ɔte mmerɛw kɛse; sɛ eyinom da adi a, fa no kɔ ayaresabea ntɛm.","Watch for sunken eyes, extreme dry skin, and severe weakness; if these appear, seek medical care immediately.",CDC
Nna dodow sɛn na ɛsɛ sɛ obi kɔ so nom ORS?,rehydration_monitoring_query,"Kɔ so ma ORS kosi sɛ ayamtuo ne afeɛ no gyae koraa, na nsuo a wafa mu san aba n'ani so.",Continue giving ORS until diarrhea and vomiting have completely stopped and normal hydration has returned.,WHO Ghana
Cholera ayaresa bo yɛ den wɔ Ghana ayaresabea mu?,cost_treatment_query,"Ayaresabea government mu no, cholera ayaresa taa yɛ kwa anaa ɛbo nyɛ den, titiriw wɔ berɛ a asɛm bi asi (outbreak) mu, efisɛ ɛyɛ public health emergency.","At government health facilities, cholera treatment is usually free or low-cost, especially during declared outbreaks, since it's treated as a public health emergency.",Ghana Health Service
NHIS bɛtua cholera ayaresa ho ka anaa?,cost_treatment_query,"NHIS tumi kata cholera ayaresa ho ka wɔ ayaresabea pii mu, nanso eye sɛ wode wo NHIS card kɔ ayaresabea no bisa wɔn pɛpɛɛpɛ.","NHIS may cover cholera treatment costs at many facilities, but it's best to bring your NHIS card and confirm coverage directly with the facility.",Ghana Ministry of Health
"Sɛ minni sika a, wɔbɛgye me wɔ ayaresabea sɛ mewɔ cholera anaa?",cost_treatment_query,"Ayaresabea government mu no, wɔntaa mpa obi a ɔyare cholera kwan sɛ onni sika, efisɛ ɛyɛ emergency yare a ɛho hia sɛ wɔsa ntɛm.","Government hospitals typically won't turn away a cholera patient for lack of money, since it's treated as an urgent emergency requiring immediate care.",Ghana Health Service
Cholera ne ayamtuo a ɛyɛ adi no gyina soronko dɛn?,differentiation_query,"Cholera ayamtuo no yɛ nsuo tea (te sɛ nsubɛn), ɛba ntɛm paa, na nsuo a wafa mu sa ntɛm kɛse sen ayamtuo a ɛyɛ adi.","Cholera diarrhea is watery and pale (like rice-water), comes on suddenly, and causes much more rapid dehydration than ordinary diarrhea.",WHO Ghana
Sɛn na yɛbɛtumi ahu sɛ ayamtuo bi yɛ cholera anaa ɛnyɛ?,differentiation_query,"Sɛ ayamtuo no yɛ nsuo tea kɛse, ɛnyɛ mogyaɛ, na ɛba paa nteɛteɛ mu a nsuo sa ntɛm ara a, ebia ɛyɛ cholera; nanso ayaresabea nko ara na wobetumi de test ahu ampa.","If diarrhea is severely watery, not bloody, and dehydration develops very fast, it may be cholera; but only a health facility can confirm with a test.",CDC
"Mede akwantu bɛkɔ mmeaɛ a cholera reba, dɛn na ɛsɛ sɛ meyɛ ansa?",travel_query,"Ansa na wokɔ, sua faako a cholera reba no ho asɛm, fa chlorine tablets anaa aduro a ɛboa, na hyɛ wo ho da sɛ wobɛnom nsuo pa nko ara wɔ hɔ.","Before traveling, learn about the current outbreak situation, carry chlorine tablets or similar supplies, and commit to drinking only safe water while there.",WHO Ghana
"Sɛ merekɔ akwantu na cholera reba faako a merekɔ, ɛsɛ sɛ mesiane akwantu no anaa?",travel_query,"Sɛ ɛho hia paa sɛ wokɔ a, hwɛ yiye fa nsuo ne aduane a wobɛdi ho, na di mmara a wɔde bɛma wo so; sɛ ɛnho nhia koraa a, twɛn kosi sɛ asɛm no bɛtɔ so.","If travel is essential, take great care with your water and food choices and follow any guidance given; if not essential, consider waiting until the situation improves.",Ghana Ministry of Health
"Ɔyafunufoɔ a ɔwɔ cholera, dɛn na ɛsɛ sɛ wɔyɛ ma no?",pregnancy_query,"Fa ɔyafunufoɔ no kɔ ayaresabea ntɛm sɛ ɔwɔ cholera nsɛnkyerɛnee, efisɛ ne ho nsuo a ɛsa no tumi ka ɔne abɔfra a ɔda ne yam mu no nyinaa; ORS ne ayaresa ntɛm boa.","A pregnant woman showing cholera symptoms should be taken to a health facility immediately, since dehydration can affect both her and the unborn baby; prompt ORS and medical care are important.",WHO Ghana
Mmerewa a wɔanya cholera ho hia hwɛ soronko anaa?,elderly_care_query,"Aane, mmerewa ho nsuo sa ntɛm sen mmabun, enti wɔhia sɛ wɔhwɛ wɔn yiye na wɔde wɔn kɔ ayaresabea ntɛm sɛ nsɛnkyerɛnee da adi.","Yes, elderly people dehydrate faster than younger adults, so they need close monitoring and prompt medical attention when symptoms appear.",CDC
Sɛn na wɔyi efi (waste) a efi cholera yarefoɔ ho yiye?,waste_disposal_query,"Wɔde chlorine solution siesie efi no ho ansa na woayi, na wɔmfa nka nsuo a nnipa nom anaa wɔde noa aduane mu.","Waste from cholera patients should be disinfected with a chlorine solution before disposal, and kept far from water used for drinking or cooking.",Ghana Health Service
"Sɛ obi adwuma so na wanya cholera nsɛnkyerɛnee a, ɛsɛ sɛ ɔkɔ adwuma anaa?",workplace_query,"Dabi, ɛnsɛ sɛ ɔkɔ adwuma. Ɔnkɔ ayaresabea ntɛm na ɔntena fie kosi sɛ ne ho bɛtɔ no, sɛnea ɔrenka ne nnwumayɛfoɔ.","No, they should not go to work. They should seek medical care immediately and stay home until recovered, to avoid infecting coworkers.",Ghana Ministry of Health
twi_query,intent,twi_response,english_translation,source
Cholera nsenkyerɛne ne sɛn?,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
Ɛdeɛn na ɛkyerɛ sɛ mewɔ cholera?,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Ayamtuo ne afeɛ kyerɛ sɛ mewɔ cholera?,symptoms_query,"Aane, ayamtuo kɛseɛ a ɛte sɛ nsubɛn nsuo ne afeɛ a ɛnto mpa yɛ cholera nsenkyerɛne titiriw.","Yes, severe diarrhea that looks like rice-water and frequent vomiting are primary symptoms of cholera.",Ghana Ministry of Health
"M'anofafa awo na merefe, ɛyɛ cholera?",symptoms_query,"Eyi betumi ayɛ cholera nsenkyerɛne, efisɛ anofafa a awo kyerɛ sɛ wo ho nsuo reasa afiri ayamtuo ne afeɛ no mu. Ma yarefoɔ no ORS ntɛm.","This can be a symptom of cholera, as a dry mouth indicates dehydration from diarrhea and vomiting. Give the patient ORS immediately.",WHO Ghana
Yɛnya cholera a dɛn nsenkyerɛne na ɛda adi?,symptoms_query,"Nsenkyerɛne titiriw ne ayamtuo pii, afeɛ bebree, nipadua no mu mmerɛyɛ, ne nsuo a ɛsa wo ho ntɛm ara.","The key symptoms are severe diarrhea, frequent vomiting, body weakness, and rapid loss of fluids (dehydration).",CDC
Ayamtuo a ɛte sɛ nsubɛn nsuo yɛ cholera?,symptoms_query,"Aane, ayamtuo a ɛte sɛ nsubɛn nsuo (rice-water stools) ne cholera nsenkyerɛne kɛseɛ a ɛda adi paa.","Yes, watery diarrhea resembling rice-water is the classic and most definitive symptom of cholera.",Ghana Ministry of Health
Sɛn na cholera yareɛ yi kɔ obi ho?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera firi he na ɛba?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Aduane anaa nsuo de cholera ba?,transmission_query,"Aane, nsuo a ɛfi ne aduane a yɛankata so yie na mfifiseɛ dii so de cholera mmoawa gu mu na ɛde yareɛ no ba.","Yes, contaminated water and uncovered food where flies have landed are the main carriers of cholera.",Ghana Ministry of Health
Nfifiseɛ betumi de cholera aba?,transmission_query,"Aane, nfifiseɛ betumi de efi afiri asuogya akɔgu yɛn aduane so na eyi betumi ama yɛanya cholera yareɛ.","Yes, flies can carry contamination from toilets to our food, which can cause cholera.",WHO
Sɛn na cholera tare obi?,transmission_query,"Sɛ wo ne obi a ɔwɔ cholera bom di aduane a wankata so, anaa sɛ wonom nsuo a efi firi dɔteɛ mu a, wobɛtumi anya cholera.","If you eat contaminated food or drink dirty water, you can contract cholera.",CDC
Ɛfiri he na cholera mmoawa no firi ba?,transmission_query,"Cholera mmoawa no firi yarefoɔ bin mu. Sɛ nsuo anaa aduane anya efi yi a, ɛno na ɛde cholera ba.","The cholera bacteria originates from an infected person's feces, spreading through contaminated water or food.",Ghana Ministry of Health
Sɛn na mɛbɔ me ho ban afiri cholera ho?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Dɛn na yɛbɛyɛ na yɛanya cholera?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mɛyɛ deɛn na me fiefoɔ anya cholera?,prevention_query,"Siesie wo mpɔtam hɔ yie, hohoro wo nsa mprepren, na mma obiara nnnom nsuo a yɛannua mu anaa yɛantam mu yie.","Keep your surroundings clean, wash hands frequently, and ensure everyone drinks boiled or treated water.",Ghana Ministry of Health
Sɛn na yɛde samina bɔ yɛn ho ban?,prevention_query,"Samina ne nsuo pa de hohoro nsa firii asuogya, ansa na yɛadi aduane anaa yɛayɛ aduane, ɛkum cholera mmoawa no.",Washing hands with soap and running water after the toilet and before preparing/eating food kills the cholera bacteria.,WHO
Nsuo pa a yɛbɛnom bɛma yɛanya cholera?,transmission_query,Nsuo pa a wɔanoa mu anaa pure water/bottled water pa siw cholera kwan paa. Nnom nsuo firi asubɔnten mu anaa abutuo mu.,"Drinking boiled water, bottled water, or treated sachet water prevents cholera. Avoid drinking directly from rivers or wells.",CDC
Nsa hohoro bɛtumi asiw cholera kwan?,prevention_query,"Aane, nsa hohoro ne samina gu nsuo pa mu siw cholera kwan bɛyɛ ɔha biara mu aduonum (50%).","Yes, washing hands with soap and running water is one of the most effective ways to prevent cholera transmission.",Ghana Ministry of Health
Dɛn na yɛde sa cholera?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Sɛn na yɛyɛ ORS wo fie?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
ORS nsuo yɛ sɛn?,treatment_query,ORS yɛ aduru nsuo a wɔaka nkyene ne asikre afra mu a ɛboa ma nipadua no nsuo a ayera no san ba.,ORS is a solution of balanced salts and glucose that helps restore lost bodily fluids and electrolytes.,Ghana Ministry of Health
Aduru bɛn na adɔkotafoɔ de sa cholera?,treatment_query,"Adɔkotafoɔ de ORS, ne nsuo wɔ ntin (IV fluids) ne antibiotic aduru na ɛsa cholera yareɛ no yie.","Doctors use ORS, IV fluids for severe cases, and antibiotics to treat cholera effectively.",WHO
Asikre ne nkyene nsuo yɛ ORS?,treatment_query,"Aane, sɛ wo nni ORS paket a, wo betumi ayɛ fie ORS nam asikre kɛse ne nkyene ketewa a wobɛfra nsuo pa baako lita mu.","Yes, if you don't have an ORS packet, you can make Home-made ORS by mixing sugar and salt in 1 liter of clean water.",CDC
Sɛn na yɛbɛyɛ na yɛayɛ ORS nsuo pa?,treatment_query,"Hohoro wo nsa, fa nsuo pa, nua wo nsuo no ansa na woadi dwuma na fra ORS aduru no mu yie.","Wash hands, use safe water (boiled or bottled), and thoroughly mix the ORS powder into the water.",Ghana Ministry of Health
"Me ba no ho ayɛ mmerɛ kɛse na ɔrentee, dɛn na mɛyɛ?",emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
"Yarefoɔ no n'ani apɔn na ɔrente nsɛm yie, dɛn na mɛyɛ?",emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
"Ayamtuo no mu yɛ den dodo na ɔrefe bebree, ɛyɛ emergency?",emergency_query,"Aane, sɛ ayamtuo ne afeɛ no kɔ so kɛse na wonntumi nsiw kwan a, kɔ ayaresabea mprepren ara na w'ankɔwuo!","Yes, if diarrhea and vomiting are severe and cannot be stopped, go to the health facility immediately to save their life.",Ghana Ministry of Health
"Woatɔ mmetegwee na ɔrentumi nsɔre, he na yɛnkɔ?",emergency_query,Kɔ ayaresabea a ɛbɛn wo ntɛm ara! Ɛyɛ emergency kɛse. Dɔkota bɛma no nsuo wɔ n'ntin (IV fluids) ampon n'nkwa.,Go to the nearest hospital immediately! It is a severe emergency. The doctor will give IV fluids to save their life.,WHO
"The patient is unresponsive, what should I do?",emergency_query,Take the patient to the nearest hospital immediately! This is an extreme emergency. Give ORS along the way if possible.,Run to the hospital immediately! This is a critical emergency. Give ORS if they can swallow.,CDC Ghana
Ayaresabea bɛn na yɛnkɔ ntɛm ara sɛ cholera no dɔɔso?,emergency_query,Kɔ ayaresabea anaa dɔkota pa hɔ a ɛbɛn wo paa ntɛm ara! Ghana Health Service ayɛ mbɔden sɛ ayaresabea nyinaa wɔ ORS ne IV fluids.,Go to the nearest government clinic or hospital immediately! The Ghana Health Service has equipped facilities with ORS and IV.,Ghana Health Service
Mema wo akye,general_greeting,Mema wo akye! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛm.,Good morning! I am the Cholera Twi Chatbot. I can answer questions about cholera.,Ghana NLP
Mema wo aha,general_greeting,Mema wo aha! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛm.,Good afternoon! I am the Cholera Twi Chatbot. I can answer questions about cholera.,Ghana NLP
Mema wo adwo,general_greeting,Mema wo adwo! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛm.,Good evening! I am the Cholera Twi Chatbot. I can answer questions about cholera.,Ghana NLP
"Yaa nua, ete sɛn?",general_greeting,Mema wo akwaaba! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛm wo Twi kasa mu.,Welcome! I am the Cholera Twi Chatbot. I can help answer questions about cholera in Twi.,Ghana NLP
"Kyei, ete sɛn?",general_greeting,"Ɛyɛ, akwaaba! Me ne Cholera Twi Chatbot. Bisa me cholera ho nsenkyerɛne, banbɔ anaa ano aduru.","It is well, welcome! I am the Cholera Twi Chatbot. Ask me about cholera symptoms, prevention, or treatment.",Ghana NLP
"Hello, owura!",general_greeting,"Hello, akwaaba! Me ne Cholera Twi Chatbot. Mebua wo cholera ho nsɛmmisa wo Twi mu.","Hello, welcome! I am the Cholera Twi Chatbot. I answer cholera questions in Twi.",Ghana NLP
"Sɛ me ho yɛ hye na merefe a, ɛyɛ cholera?",symptoms_query,"Ateetee ne ɛfeɛ betumi ayɛ cholera nsenkyerɛne, nanso cholera titiriw yɛ ayamtuo a ɛte sɛ nsubɛn a atiridii nnim kuse. Hwɛ yie na kɔ ayaresabea ntɛm.","If I have a fever and I'm vomiting, is it cholera? Vomiting can be a symptom, but classic cholera is severe watery diarrhea usually without high fever. Be careful and go to the clinic quickly.",Ghana Health Service
"Mahu sɛ me nsuo a mekɔ yɛ fitaa sɛ nsubɛn, ɛyɛ dɛn?",symptoms_query,Ayamtuo a ɛte sɛ nsubɛn (rice-water stools) yɛ cholera nsenkyerɛne kɛseɛ. Kɔ ayaresabea a ɛbɛn wo ntɛm ara!,"I noticed my stool is white like rice-water, what is it? Diarrhea that looks like rice-water is a major symptom of cholera. Go to the nearest hospital immediately!",WHO Ghana
Cholera tumi ma obi ho keka no anaa?,symptoms_query,"Dabi, ɛho keka ntaa mma, nanso ayamtuo ne ɛfeɛ no tumi ma wo mmati ne wo nan mu yɛ wo ya (muscle cramps) ɛfiri nsuo a ɛsa wɔ wo ho nti.","Does cholera cause body itching? No, itching is not common, but the diarrhea and vomiting can cause muscle cramps due to dehydration.",CDC Ghana
Kwan bɛn so na yɛbɛtumi asiw cholera kwan?,prevention_query,"Tumi siw cholera kwan sɛ wobɛnua wo nsuo ansa na wanom, wobɛhoro wo nsa ne nnuane ho yie, na woatena beae a ho tew.","How can we prevent cholera? Prevent cholera by boiling water before drinking, washing hands and food thoroughly, and maintaining good sanitation.",Ghana Ministry of Health
Ɛbɛtumi afiri nsuo mu aba?,transmission_query,"Aane, cholera ntaa mfa beae foforo biara nti sɛ nsuo anaa nnuane a efi (fi) wom a nkurɔfoɔ nom anaa wɔdi.","Can it come from water? Yes, cholera is mostly transmitted through contaminated water or food that people consume.",Ghana NLP
