twi_query,intent,twi_response,english_translation,source
"Cholera mmoawa no ba a, den da adi ntem anaa?",symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
"Se me ho nsuo asa na me retiti me a, eye choelra?",symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Ehefa na cholera bacteria tena ho ampa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Chloera firi nsuo bɔne mu ba paa?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Sen na efi a egu no de cholera aba paa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Mffiisee betumi de cholera ko me nuane mu?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Cholera bacteria betumi atena abutuo mu wo nim?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Obi bin mu nsuo betumi de cohlera aba anaa?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Se me ko adidi baabi a nsuo no ho nni tew, eye asiane wo nim?",transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Choelra betumi afiri oman bi ako oman foforo?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Aduane a mfifisee akodi so, ede cholera ba paa?",transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Nsuo a ɛwɔ agya mu betmui de cholera ba wo nim?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Se me nom nsuo a yeannua no a, cholera beba ente saa?",transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Obi a owo hcolera no tumi de maa me?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Ehefa na cholera mmoawa pe se wotena wo nim?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Chloera firi efi mu bra nsuo mu ɛnte saa?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Se yeto nfura wo kwan ho a cholera beba ampa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Ausbonten betumi de cholera aba?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Obi bin betumi ama cholera ako nsuo mu anaa ɛnyɛ saa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera bacetria betumi atena nnuane a yɛankata so mu wo nim?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Se obi ko tiafi a anwumia ho, obetumi ama cholera atre ente saa?",transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Den de cholera ko beae fofroo?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Kwan ben so na cholera firi oman bi ako foforo wo nim?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Sɛ obi nom nsuo a cholera momawa wɔ mu a, bere bɛn mu na ɔbɛyɛ yarefoɔ ampa?",transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Cholera bacteria betumi atena aduane a yeanoa mu wo nim?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Mfifisee betumi de cholera afiri itafi mu aba me nuane ho?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Se me dware wo asubonten mu a, cholera beba ɛnte saa?",transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera firi he de baa Ghnaa anaa?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Nsuo a yede hohoro nnuane mu betumi de cholera ba ente saa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Obi a owo hcolera nso wo gya ho a, ode maa afoforo?",transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Cholera bacteria betumi atena nsuo mu bere ben ɛnte saa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Sɛ me ba wo aduane mfifiseɛ akɔ so a, ɛyɛ asiane ma cohlera ɛnte saa?",transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Aduane a obi de nsa komaa me a obi no wo cholera, eye asiane ente saa?",transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Den miffisee na wode cholera ba aduane mu?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Se yede nsuo firi abutuo mu a annua de noa aduane a, eye asiane paa?",transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera betumi afiri nnuane akyɛ mu aba wo nim?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Obi bin mu efi betumi ama asubonten anya cholera mmoawa ampa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Se obi nom nsuo firi dotee mu a, cholera beab?",transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Sɛ obi de nsa bɛma me nsuo a obi no wɔ cholrea, ɛyɛ asiane anaa ɛnyɛ saa?",transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Kwan ben so na cholera bacteria fa ko obi ho anaa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Nnuane a yeankata so na mfifisee adi so, ede cohlera aba?",transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Se obi hohoro nsa ne nsuo a cholera mmoawa wo mu a, eye asiane ɛnte saa?",transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera bacteria betumi aetna aduane mu nnɔnhwerew dodo bɛn ɛnte saa?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Nsuo firi akura mu betumi de cholera ba anaa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Se yede nsuo firi asubonten de noa a, cholera mmowaa wu?",transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Cholera bacteria tumi asa wo nua nsuo mu wo nim?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Sɛ obi afɛ na obi no wɔ cholear, ɛkyerɛ sɛn anaa?",transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Den tumi kum cholera mmoawa wo nsuo mu anaa enye saa?,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera firi dauane mu aba se mfifisee kodi so?,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Se adagya mu nsuo ho nni tew a, cholera beba wo nim?",prevention_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Obi a wɔyɛ nunae na ne nsa ho fi, ɔde cholera bɛba anaa?",transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Mehohoro me nsa bere ben na eboa anaa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Den na metumi aye na me ba anya chloera?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Nsuo a yenua mu na yede nom, etua asee wo nim?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ me ho nni asmina a, dɛn na metumi de di samina ananmu anaa?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mede den ahohoro me nsa ansa na medidi anaa enye saa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Kata adaune so betumi asiw cholera kwan?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Ewo se meko hohoro me nsa bere ben anaa ɛnyɛ saa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ me kɔ adidi ababi a, dɛn na metumi ayɛ na cholera annya me wo nim?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Nsuo a yenua mu de nom tea, eboa wo nim?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Mede den bo me mma ho ban afiri chloera ho?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Ewo se me noa me nsuo bere dodo ben anaa ɛnyɛ saa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Chlorine tabs betumi akum cholera mmowaa wɔ nsuo mu anaa ɛnyɛ saa?,transmission_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Se me pe se metena adagya mu fefeefe a, den na meye anaa?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Hoohro nsa ne samina be boa pa paa?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Den na metumi aye na cholera annya me wo adidi baabi anaa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Ɛwɔ sɛ me dwrae mprempren wɔ cholera berɛ mu anaa ɛnyɛ saa?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Se me pe se me ba anko tiafi wo bonten so a, den na meye ente saa?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Den na eboa ma nsuo pa na yede nom ampa?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mede den ahohoro nnuane ansa na menoa wo nim?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
ORS nsuo ebtumi asiw cholera kwan ansa na ɛba anaa?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Se me ko oman a wowo cholera ho a, den na meye paa?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Ewo se meko hohoro me nsa wo tifai akyi?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mede den ahohoro me nsa pa wo kwan ho wo nim?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ adagya mu mfifiseɛ boro so a, ɛde cholrea ba anaa ɛnyɛ saa?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Den na metumi aye na efi anto me fie mu ampa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Ewo se me bo me naune ho ban ma mfifisee?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Se me pe se me ba anom nsuo firi kokoo a, eye safe paa?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Mɛde dɛn bɔ me fie ho ban aifri cholera ho ampa?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Nsuo sachet a yeton wo kwan ho, eye safe wo nim?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Den na eboa na hcolera antra adagya mu?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Se me pe se me ba mpe cholera a, den na eboa paa wo nim?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Hohoro nnuane ansa na wonoa, ɛboa ampa?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mede den kum cholera mmoawa wo me fie nsuo mu ampa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Se me ifefoo pe se wonom nsuo firi abutuo mu a, eye asiane?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Ewo se meko hohoro me nsa ansa na medidi bere biara ɛnte saa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Dɛn na metmui ayɛ na me kunu ananya cholera ɛnte saa?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Se me nom nsuo a yenua mu a cholera beba wo nim?,transmission_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Mede den bo me mma ban se cholera annya won wo nim?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Ɛwɔ sɛ mekɔ hohroo me nsa wɔ ansa na me ba nuane anaa ɛnyɛ saa?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Den na metumi de aye me nsuo safe wo adagya mu ampa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Se okkoo a yede nom no ho nni tew a, eye asiane?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mede den bo me ho ban se obi antumi amfa cholera amma me ampa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ me pɛ sɛ me dware wɔ asubɔnten a, ɛyɛ safe wɔ cohlera berɛ mu wo nim?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Ewo se me noa me nsuo se me wo adagya mu ente saa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Den na eboa ma me fie aba cholera mmaowa anatra mu?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Se me pe se me de sachet water nom a, eye safe ampa?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Mɛde dɛn bɔ me adidi ababi ho ban wo nim?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Ewo se me hohoro me nsa wo ansa na mede aduane mba ente saa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Den tumi boa ma choelra antra adagya a yete mu?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
